x-axis,2
second,Volt
+0.0E+00,+19.64899535850E+00
+50.00E-09,+20.09120640904E+00
+100.00E-09,+20.17160841823E+00
+150.00E-09,+20.13140741363E+00
+200.00E-09,+20.13140741363E+00
+250.00E-09,+20.13140741363E+00
+300.00E-09,+20.13140741363E+00
+350.00E-09,+20.13140741363E+00
+400.00E-09,+20.13140741363E+00
+450.00E-09,+20.09120640904E+00
+500.00E-09,+20.09120640904E+00
+550.00E-09,+20.09120640904E+00
+600.00E-09,+20.13140741363E+00
+650.00E-09,+20.13140741363E+00
+700.00E-09,+20.09120640904E+00
+750.00E-09,+20.09120640904E+00
+800.00E-09,+20.09120640904E+00
+850.00E-09,+20.09120640904E+00
+900.00E-09,+20.05100540444E+00
+950.00E-09,+20.05100540444E+00
+1.00000E-06,+20.09120640904E+00
+1.05000E-06,+20.05100540444E+00
+1.10000E-06,+20.05100540444E+00
+1.15000E-06,+20.01080439985E+00
+1.20000E-06,+20.05100540444E+00
+1.25000E-06,+20.05100540444E+00
+1.30000E-06,+20.01080439985E+00
+1.35000E-06,+20.05100540444E+00
+1.40000E-06,+20.05100540444E+00
+1.45000E-06,+20.01080439985E+00
+1.50000E-06,+20.01080439985E+00
+1.55000E-06,+20.01080439985E+00
+1.60000E-06,+20.01080439985E+00
+1.65000E-06,+20.01080439985E+00
+1.70000E-06,+19.97060339525E+00
+1.75000E-06,+19.97060339525E+00
+1.80000E-06,+19.97060339525E+00
+1.85000E-06,+20.01080439985E+00
+1.90000E-06,+19.97060339525E+00
+1.95000E-06,+19.97060339525E+00
+2.00000E-06,+20.01080439985E+00
+2.05000E-06,+19.93040239066E+00
+2.10000E-06,+19.97060339525E+00
+2.15000E-06,+19.97060339525E+00
+2.20000E-06,+20.01080439985E+00
+2.25000E-06,+19.97060339525E+00
+2.30000E-06,+19.93040239066E+00
+2.35000E-06,+19.97060339525E+00
+2.40000E-06,+19.93040239066E+00
+2.45000E-06,+19.93040239066E+00
+2.50000E-06,+19.93040239066E+00
+2.55000E-06,+19.89020138606E+00
+2.60000E-06,+19.93040239066E+00
+2.65000E-06,+19.89020138606E+00
+2.70000E-06,+19.93040239066E+00
+2.75000E-06,+19.89020138606E+00
+2.80000E-06,+19.93040239066E+00
+2.85000E-06,+19.89020138606E+00
+2.90000E-06,+19.89020138606E+00
+2.95000E-06,+19.89020138606E+00
+3.00000E-06,+19.89020138606E+00
+3.05000E-06,+19.89020138606E+00
+3.10000E-06,+19.89020138606E+00
+3.15000E-06,+19.89020138606E+00
+3.20000E-06,+19.89020138606E+00
+3.25000E-06,+19.89020138606E+00
+3.30000E-06,+19.89020138606E+00
+3.35000E-06,+19.85000038147E+00
+3.40000E-06,+19.85000038147E+00
+3.45000E-06,+19.89020138606E+00
+3.50000E-06,+19.85000038147E+00
+3.55000E-06,+19.85000038147E+00
+3.60000E-06,+19.85000038147E+00
+3.65000E-06,+19.85000038147E+00
+3.70000E-06,+19.80979937688E+00
+3.75000E-06,+19.80979937688E+00
+3.80000E-06,+19.80979937688E+00
+3.85000E-06,+19.80979937688E+00
+3.90000E-06,+19.80979937688E+00
+3.95000E-06,+19.80979937688E+00
+4.00000E-06,+19.80979937688E+00
+4.05000E-06,+19.76959837228E+00
+4.10000E-06,+19.76959837228E+00
+4.15000E-06,+19.80979937688E+00
+4.20000E-06,+19.76959837228E+00
+4.25000E-06,+19.76959837228E+00
+4.30000E-06,+19.76959837228E+00
+4.35000E-06,+19.80979937688E+00
+4.40000E-06,+19.72939736769E+00
+4.45000E-06,+19.76959837228E+00
+4.50000E-06,+19.76959837228E+00
+4.55000E-06,+19.76959837228E+00
+4.60000E-06,+19.72939736769E+00
+4.65000E-06,+19.72939736769E+00
+4.70000E-06,+19.72939736769E+00
+4.75000E-06,+19.76959837228E+00
+4.80000E-06,+19.72939736769E+00
+4.85000E-06,+19.72939736769E+00
+4.90000E-06,+19.72939736769E+00
+4.95000E-06,+19.72939736769E+00
+5.00000E-06,+19.72939736769E+00
+5.05000E-06,+19.72939736769E+00
+5.10000E-06,+19.72939736769E+00
+5.15000E-06,+19.72939736769E+00
+5.20000E-06,+19.72939736769E+00
+5.25000E-06,+19.64899535850E+00
+5.30000E-06,+19.72939736769E+00
+5.35000E-06,+19.68919636309E+00
+5.40000E-06,+19.68919636309E+00
+5.45000E-06,+19.68919636309E+00
+5.50000E-06,+19.68919636309E+00
+5.55000E-06,+19.68919636309E+00
+5.60000E-06,+19.64899535850E+00
+5.65000E-06,+19.68919636309E+00
+5.70000E-06,+19.64899535850E+00
+5.75000E-06,+19.64899535850E+00
+5.80000E-06,+19.64899535850E+00
+5.85000E-06,+19.64899535850E+00
+5.90000E-06,+19.64899535850E+00
+5.95000E-06,+19.64899535850E+00
+6.00000E-06,+19.64899535850E+00
+6.05000E-06,+19.64899535850E+00
+6.10000E-06,+19.64899535850E+00
